"Tabela 3419 - Índices de volume e de receita nominal de vendas no comércio varejista ampliado, por tipos de índice e atividades (2014 = 100)"
"Variável - Índice de volume de vendas no comércio varejista ampliado (Número-índice)"
"Brasil e Unidade da Federação","Mês","Atividades x Tipos de índice"
"Brasil e Unidade da Federação","Mês","Combustíveis e lubrificantes","Hipermercados, supermercados, produtos alimentícios, bebidas e fumo","Hipermercados e supermercados","Tecidos, vestuário e calçados","Móveis e eletrodomésticos","Móveis","Eletrodomésticos","Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos","Livros, jornais, revistas e papelaria","Equipamentos e materiais para escritório, informática e comunicação","Outros artigos de uso pessoal e doméstico","Veículos, motocicletas, partes e peças","Material de construção"
"Brasil e Unidade da Federação","Mês","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)"
"Rio de Janeiro","novembro 2012","93.7","94.5","96.1","100.0","107.2","113.0","102.8","85.5","94.4","90.6","81.5","91.2","102.3"
"Rio de Janeiro","dezembro 2012","106.4","119.3","122.5","196.0","153.2","143.7","152.8","92.2","147.5","179.6","133.2","101.5","91.5"
"Rio de Janeiro","janeiro 2013","95.4","91.5","92.7","76.8","106.0","103.7","104.7","89.4","168.3","103.6","83.5","102.0","102.5"
"Rio de Janeiro","fevereiro 2013","88.4","89.4","90.5","65.6","85.6","84.5","84.4","82.6","154.4","75.9","72.4","74.5","80.9"
"Rio de Janeiro","março 2013","97.3","99.4","101.1","83.1","97.0","93.8","96.1","92.2","109.2","104.3","101.7","94.0","92.5"
"Rio de Janeiro","abril 2013","91.0","88.3","89.6","90.0","95.1","98.4","92.2","95.1","86.2","93.7","76.8","98.2","95.5"
"Rio de Janeiro","maio 2013","95.2","94.0","95.4","104.0","104.0","103.4","104.3","95.2","87.6","106.2","79.9","103.3","100.9"
"Rio de Janeiro","junho 2013","92.5","89.3","90.4","95.9","93.5","90.2","94.4","92.0","78.5","91.6","79.8","99.8","92.6"
"Rio de Janeiro","julho 2013","94.1","94.1","93.3","106.1","104.0","115.8","100.5","100.1","83.1","128.3","82.8","109.6","109.0"
"Rio de Janeiro","agosto 2013","99.2","99.1","100.8","99.7","105.6","114.1","103.1","102.6","90.9","113.4","87.4","108.7","105.9"
"Rio de Janeiro","setembro 2013","98.7","94.9","94.1","87.4","94.1","103.9","91.1","95.4","82.9","101.6","83.1","100.6","100.8"
"Rio de Janeiro","outubro 2013","100.9","100.2","101.4","94.7","102.7","114.6","99.0","98.8","94.7","98.6","91.8","107.5","112.4"
"Rio de Janeiro","novembro 2013","104.2","99.9","98.2","103.4","114.3","118.6","113.0","93.2","100.1","89.8","102.9","106.3","104.2"
"Rio de Janeiro","dezembro 2013","105.1","119.0","119.9","197.2","145.8","143.3","146.5","99.9","153.7","215.1","152.8","108.0","93.9"
"Rio de Janeiro","janeiro 2014","102.3","96.4","95.3","77.4","107.5","112.1","106.1","96.3","167.4","94.0","89.2","100.7","102.3"
"Rio de Janeiro","fevereiro 2014","101.2","95.1","94.2","75.7","88.5","99.2","85.2","90.3","142.0","87.9","74.8","90.7","98.0"
"Rio de Janeiro","março 2014","98.9","97.7","97.7","74.0","93.2","96.5","92.2","91.9","94.2","83.5","81.3","88.8","92.3"
"Rio de Janeiro","abril 2014","96.2","97.5","97.8","84.2","90.8","95.4","89.4","93.3","82.4","87.9","94.0","98.4","92.3"
"Rio de Janeiro","maio 2014","98.0","97.7","98.3","105.1","108.3","102.1","110.2","101.2","87.4","84.7","93.4","101.1","99.7"
"Rio de Janeiro","junho 2014","92.2","94.3","94.4","105.9","91.9","87.3","93.3","96.4","71.7","89.0","84.2","85.2","87.7"
"Rio de Janeiro","julho 2014","95.6","98.5","97.9","97.7","90.3","96.0","88.6","105.8","75.2","107.0","90.2","99.8","100.7"
"Rio de Janeiro","agosto 2014","100.8","103.3","103.1","100.5","93.8","91.7","94.4","105.1","85.9","97.9","92.8","99.3","101.6"
"Rio de Janeiro","setembro 2014","101.5","96.8","96.2","87.9","92.2","97.6","90.5","103.7","76.7","91.9","98.7","106.3","103.1"
"Rio de Janeiro","outubro 2014","104.9","104.7","105.3","96.4","94.3","93.6","94.5","106.0","81.1","83.7","111.9","107.4","111.9"
"Rio de Janeiro","novembro 2014","100.8","97.5","97.7","108.4","114.7","102.9","118.2","98.7","92.3","87.6","115.5","109.8","107.0"
"Rio de Janeiro","dezembro 2014","107.6","120.6","122.0","186.9","134.6","125.7","137.2","111.3","143.5","204.9","174.0","112.4","103.5"
"Rio de Janeiro","janeiro 2015","102.1","96.5","95.8","76.3","106.0","87.4","111.6","100.1","160.2","139.2","102.4","100.8","107.2"
"Rio de Janeiro","fevereiro 2015","90.6","94.9","95.4","68.0","82.4","98.0","77.6","88.0","128.0","134.6","86.5","67.4","92.1"
"Rio de Janeiro","março 2015","97.8","94.5","95.1","79.0","84.5","87.6","83.4","104.3","91.5","114.2","107.9","88.1","97.6"
"Rio de Janeiro","abril 2015","89.2","94.4","94.4","79.1","72.3","78.2","70.6","99.6","73.0","91.5","94.1","81.1","88.7"
"Rio de Janeiro","maio 2015","97.4","95.6","95.6","94.4","82.9","80.3","83.6","104.8","77.7","134.5","98.6","83.2","85.5"
"Rio de Janeiro","junho 2015","94.1","90.8","90.4","88.8","69.2","73.9","67.8","101.0","69.1","133.0","91.8","82.8","89.2"
"Rio de Janeiro","julho 2015","95.4","94.6","94.2","94.5","69.9","74.6","68.5","107.1","74.1","106.2","93.3","91.9","94.4"
"Rio de Janeiro","agosto 2015","94.0","100.2","100.1","86.7","70.0","72.9","69.0","103.5","74.3","95.9","93.9","82.6","91.5"
"Rio de Janeiro","setembro 2015","92.9","95.2","94.3","79.1","72.5","72.9","72.4","98.2","70.8","88.6","91.8","79.0","89.3"
"Rio de Janeiro","outubro 2015","96.9","103.2","102.2","88.2","79.6","71.5","82.1","102.5","75.7","93.7","99.4","73.3","87.2"
"Rio de Janeiro","novembro 2015","92.8","93.2","92.0","93.5","97.3","83.7","101.4","100.3","75.6","95.6","115.2","74.0","80.6"
"Rio de Janeiro","dezembro 2015","99.9","116.5","116.9","171.0","113.9","99.2","118.4","117.0","113.4","207.6","162.3","77.4","73.5"
"Rio de Janeiro","janeiro 2016","85.9","90.7","89.9","69.2","75.3","78.4","74.4","100.5","126.5","143.5","83.5","72.0","72.1"
"Rio de Janeiro","fevereiro 2016","92.2","89.4","89.1","59.1","68.3","64.4","69.5","95.0","115.1","134.3","77.7","62.0","64.7"
"Rio de Janeiro","março 2016","92.2","93.1","93.8","64.6","71.2","66.0","72.7","106.2","72.2","150.0","97.8","81.7","80.0"
"Rio de Janeiro","abril 2016","89.2","86.8","88.1","65.1","64.3","60.1","65.5","101.3","58.7","85.3","79.9","65.8","75.6"
"Rio de Janeiro","maio 2016","85.7","87.9","89.6","76.6","66.4","65.7","66.6","102.9","61.0","142.4","82.3","68.0","75.0"
"Rio de Janeiro","junho 2016","81.3","92.2","83.3","80.2","61.4","58.0","62.4","99.6","57.5","94.6","82.1","64.1","75.5"
"Rio de Janeiro","julho 2016","85.8","88.2","87.5","72.6","64.7","62.9","65.2","102.6","59.7","88.8","78.4","63.3","81.5"
"Rio de Janeiro","agosto 2016","85.0","94.6","94.7","72.3","62.9","60.6","63.6","101.5","56.1","105.8","81.8","62.3","79.2"
"Rio de Janeiro","setembro 2016","84.0","91.9","91.0","66.8","59.2","59.1","59.2","98.2","55.2","91.3","80.9","65.3","79.1"
"Rio de Janeiro","outubro 2016","78.5","95.1","95.3","72.4","64.7","60.6","66.0","99.5","62.8","94.9","86.8","65.9","73.7"
"Rio de Janeiro","novembro 2016","79.0","90.4","90.1","77.2","82.7","71.5","86.1","96.1","67.4","96.0","108.5","66.0","78.4"
"Rio de Janeiro","dezembro 2016","86.5","114.6","115.0","145.7","97.1","84.9","100.8","107.6","101.6","240.3","142.0","64.9","73.6"
"Rio de Janeiro","janeiro 2017","74.0","87.6","88.8","64.6","72.1","63.4","72.3","99.9","118.2","75.8","86.7","66.5","86.0"
"Rio de Janeiro","fevereiro 2017","69.6","88.3","90.1","56.8","58.5","53.1","58.5","91.7","105.6","92.3","71.1","58.9","77.8"
"Rio de Janeiro","março 2017","75.5","86.8","86.5","71.1","70.9","61.6","72.2","103.7","75.8","116.7","86.1","78.5","91.2"
"Rio de Janeiro","abril 2017","69.5","84.1","84.5","75.3","60.7","59.2","59.7","102.4","53.9","107.9","89.6","63.6","78.2"
"Rio de Janeiro","maio 2017","72.5","88.1","89.1","82.3","71.1","63.9","72.1","109.4","57.2","116.1","87.1","77.6","82.3"
"Rio de Janeiro","junho 2017","72.5","84.6","85.0","77.2","67.1","65.4","66.4","103.8","53.7","110.2","86.2","70.9","78.0"
"Rio de Janeiro","julho 2017","69.5","90.1","89.5","82.4","67.9","67.4","66.8","106.9","55.4","76.5","82.0","65.7","83.9"
"Rio de Janeiro","agosto 2017","68.0","93.1","92.5","78.9","68.9","70.1","67.3","108.4","55.4","77.7","87.6","73.4","91.9"
"Rio de Janeiro","setembro 2017","66.4","89.3","88.3","75.0","67.3","67.7","66.1","106.7","50.8","76.5","98.5","71.1","82.9"
"Rio de Janeiro","outubro 2017","67.0","93.7","95.4","71.9","67.1","70.9","64.7","106.0","58.8","70.3","92.1","68.7","82.9"
"Rio de Janeiro","novembro 2017","60.0","87.6","87.9","83.3","91.5","95.5","88.4","101.5","65.5","91.3","121.6","78.8","84.2"
"Rio de Janeiro","dezembro 2017","65.9","110.3","111.1","141.6","102.7","105.6","99.9","111.2","106.5","121.0","153.9","73.1","82.4"
"Rio de Janeiro","janeiro 2018","59.1","86.0","84.8","69.5","79.5","69.1","80.9","104.6","126.4","77.5","93.7","77.3","87.2"
"Rio de Janeiro","fevereiro 2018","56.2","84.3","83.5","57.5","63.4","57.8","63.9","97.2","115.3","80.0","77.4","63.6","71.9"
"Rio de Janeiro","março 2018","63.1","95.6","94.4","70.5","78.0","66.7","79.9","116.2","66.8","90.3","103.3","78.2","87.3"
"Rio de Janeiro","abril 2018","58.6","86.5","85.1","68.6","70.5","68.3","69.7","108.6","50.0","79.1","84.2","71.9","79.3"
"Rio de Janeiro","maio 2018","62.6","89.9","90.0","77.5","73.8","61.4","76.2","112.1","49.3","113.1","95.4","76.0","75.6"
"Rio de Janeiro","junho 2018","51.9","85.2","83.8","77.9","70.2","60.3","71.9","104.8","48.7","84.0","96.8","71.4","75.9"
"Rio de Janeiro","julho 2018","55.2","89.2","86.7","75.9","66.2","60.4","66.5","105.0","47.4","77.9","84.2","69.9","79.8"
"Rio de Janeiro","agosto 2018","56.0","93.5","91.5","81.2","70.8","65.8","70.9","113.3","54.5","90.6","94.9","88.4","85.2"
"Rio de Janeiro","setembro 2018","55.9","89.3","86.9","72.7","67.2","60.3","68.0","105.3","45.9","74.4","88.7","73.3","78.1"
"Rio de Janeiro","outubro 2018","59.3","93.1","92.4","74.5","69.4","63.7","69.7","109.5","55.1","84.3","91.1","88.1","82.3"
"Rio de Janeiro","novembro 2018","60.2","90.6","91.2","84.9","97.0","83.1","99.5","107.9","48.5","100.8","134.5","84.6","84.2"
"Rio de Janeiro","dezembro 2018","67.7","113.8","114.5","142.3","101.8","91.3","103.1","119.1","84.3","135.6","142.8","75.0","79.7"
"Rio de Janeiro","janeiro 2019","60.2","89.1","88.1","66.9","77.5","66.0","79.6","109.0","104.5","92.1","86.2","90.0","81.1"
"Rio de Janeiro","fevereiro 2019","58.7","84.8","84.3","63.1","66.6","63.5","66.5","102.5","97.9","138.2","83.1","77.9","71.0"
"Rio de Janeiro","março 2019","61.7","90.4","91.1","64.2","70.0","57.8","72.6","109.4","46.8","103.9","93.9","73.7","67.0"
"Rio de Janeiro","abril 2019","58.8","85.6","85.6","65.8","65.1","56.6","66.7","106.9","41.7","91.4","92.7","82.8","72.1"
"Rio de Janeiro","maio 2019","59.3","89.1","89.8","74.2","73.1","62.4","75.1","111.8","43.4","108.7","85.4","85.1","78.0"
"Rio de Janeiro","junho 2019","58.9","86.3","86.1","74.0","63.4","56.4","64.4","103.9","38.9","79.0","88.9","86.6","70.9"
"Rio de Janeiro","julho 2019","60.7","88.5","87.6","82.0","81.0","71.5","82.6","114.6","44.3","80.1","90.6","95.2","83.7"
"Rio de Janeiro","agosto 2019","61.7","94.1","92.8","76.0","68.5","67.1","68.0","114.6","45.2","80.8","98.8","82.9","77.3"
"Rio de Janeiro","setembro 2019","60.8","87.2","85.3","69.6","74.2","65.4","75.7","109.4","37.9","85.3","94.9","79.5","75.3"
"Rio de Janeiro","outubro 2019","63.6","92.8","91.8","71.9","74.0","59.5","77.2","113.8","45.3","121.3","95.5","81.8","83.4"
"Rio de Janeiro","novembro 2019","62.0","94.4","93.3","85.0","92.1","69.4","97.7","112.3","43.9","122.6","117.7","88.8","82.7"
"Rio de Janeiro","dezembro 2019","66.8","111.3","110.0","137.8","118.7","99.7","122.8","118.1","78.1","141.7","177.0","84.4","73.4"
"Rio de Janeiro","janeiro 2020","60.1","90.3","89.2","67.2","87.2","67.9","91.7","112.5","92.4","82.5","93.4","86.5","75.0"
"Rio de Janeiro","fevereiro 2020","57.5","92.2","91.6","63.4","78.5","59.6","83.0","104.8","77.7","121.1","84.1","76.6","65.3"
"Rio de Janeiro","março 2020","51.1","98.4","98.7","37.5","71.1","55.7","74.6","122.2","28.5","73.3","70.0","64.3","58.4"
"Rio de Janeiro","abril 2020","37.3","91.9","92.2","6.3","57.8","30.9","65.1","95.5","7.2","20.1","50.8","19.8","43.8"
"Rio de Janeiro","maio 2020","41.0","97.4","97.6","15.3","87.1","44.5","99.5","108.5","12.0","26.3","67.0","37.1","52.1"
"Rio de Janeiro","junho 2020","44.7","91.8","91.0","36.3","103.7","73.9","113.0","104.9","26.4","61.8","85.0","57.2","73.2"
"Rio de Janeiro","julho 2020","50.6","95.3","94.0","59.7","122.8","97.6","131.1","116.9","32.5","86.5","98.2","74.4","86.5"
"Rio de Janeiro","agosto 2020","55.5","96.0","94.5","67.4","129.5","103.8","138.1","116.6","31.4","92.3","108.1","73.3","83.7"
"Rio de Janeiro","setembro 2020","55.1","91.4","88.9","61.8","114.3","90.5","122.1","108.0","30.4","80.6","94.9","74.0","84.9"
"Rio de Janeiro","outubro 2020","61.7","97.6","95.9","68.1","100.5","79.1","107.5","116.7","40.0","77.6","103.0","80.7","83.2"
"Rio de Janeiro","novembro 2020","59.7","89.8","89.6","81.1","153.9","99.0","170.8","122.7","37.3","98.0","135.1","78.0","81.6"
"Rio de Janeiro","dezembro 2020","65.6","108.8","108.4","126.3","155.5","114.2","168.7","134.9","65.1","106.8","154.8","77.4","74.2"
"Rio de Janeiro","janeiro 2021","59.6","85.1","83.6","52.4","106.4","69.8","117.7","114.4","45.7","71.2","92.2","70.6","73.9"
"Rio de Janeiro","fevereiro 2021","52.9","80.3","79.5","53.9","91.0","64.8","98.9","102.9","45.1","85.4","80.1","73.7","64.8"
"Rio de Janeiro","março 2021","54.7","90.0","88.8","50.1","115.6","71.2","129.1","125.5","32.9","70.8","93.9","73.6","70.2"
"Rio de Janeiro","abril 2021","53.1","85.6","84.3","55.1","109.1","65.3","122.4","117.3","25.2","57.9","95.6","65.8","62.7"
"Rio de Janeiro","maio 2021","58.3","87.5","87.5","77.0","117.9","75.7","130.6","119.8","28.5","65.5","105.4","77.0","67.4"
"Rio de Janeiro","junho 2021","57.6","84.7","84.0","66.7","103.3","71.4","113.4","117.3","30.0","63.8","100.4","82.3","72.1"
"Rio de Janeiro","julho 2021","60.7","89.0","87.9","71.5","106.4","83.1","114.4","124.2","31.9","72.4","114.6","89.2","75.6"
"Rio de Janeiro","agosto 2021","60.2","86.4","84.7","62.6","103.9","83.0","111.1","121.8","31.6","67.1","101.1","103.5","71.6"
"São Paulo","janeiro 2000","89.1","49.4","48.5","49.0","27.8","-","-","-","-","-","-","85.8","-"
"São Paulo","fevereiro 2000","86.6","48.7","47.7","53.0","27.6","-","-","-","-","-","-","102.9","-"
"São Paulo","março 2000","91.3","51.8","51.0","56.8","29.9","-","-","-","-","-","-","97.6","-"
"São Paulo","abril 2000","88.6","51.8","50.5","61.3","28.7","-","-","-","-","-","-","92.5","-"
"São Paulo","maio 2000","86.4","49.9","48.7","77.0","33.4","-","-","-","-","-","-","102.5","-"
"São Paulo","junho 2000","88.5","49.4","48.2","68.5","29.1","-","-","-","-","-","-","92.4","-"
"São Paulo","julho 2000","88.5","51.5","50.7","68.2","31.7","-","-","-","-","-","-","102.5","-"
"São Paulo","agosto 2000","83.5","50.5","49.4","63.9","33.9","-","-","-","-","-","-","113.9","-"
"São Paulo","setembro 2000","81.7","50.8","49.9","58.1","32.5","-","-","-","-","-","-","97.4","-"
"São Paulo","outubro 2000","85.8","50.7","49.6","59.1","34.3","-","-","-","-","-","-","105.1","-"
"São Paulo","novembro 2000","83.0","50.4","49.1","69.2","36.0","-","-","-","-","-","-","105.2","-"
"São Paulo","dezembro 2000","91.9","66.3","65.1","123.6","50.3","-","-","-","-","-","-","97.9","-"
"São Paulo","janeiro 2001","86.4","50.1","48.7","50.8","32.2","-","-","-","-","-","-","104.4","-"
"São Paulo","fevereiro 2001","80.1","48.5","47.5","52.0","29.0","-","-","-","-","-","-","89.9","-"
"São Paulo","março 2001","86.1","53.8","52.5","60.1","33.8","-","-","-","-","-","-","110.5","-"
"São Paulo","abril 2001","83.8","53.4","51.5","58.2","30.2","-","-","-","-","-","-","98.3","-"
"São Paulo","maio 2001","85.6","50.3","49.1","77.3","33.6","-","-","-","-","-","-","97.2","-"
"São Paulo","junho 2001","84.9","50.1","49.2","67.5","29.4","-","-","-","-","-","-","89.3","-"
"São Paulo","julho 2001","86.7","50.2","49.4","62.3","31.1","-","-","-","-","-","-","97.7","-"
"São Paulo","agosto 2001","85.9","51.3","50.3","66.7","30.8","-","-","-","-","-","-","91.8","-"
"São Paulo","setembro 2001","83.3","51.9","51.1","59.0","31.0","-","-","-","-","-","-","76.5","-"
"São Paulo","outubro 2001","86.6","52.8","51.7","66.3","33.8","-","-","-","-","-","-","90.2","-"
"São Paulo","novembro 2001","84.4","52.4","51.6","73.0","33.9","-","-","-","-","-","-","84.5","-"
"São Paulo","dezembro 2001","84.7","67.2","66.7","127.0","49.1","-","-","-","-","-","-","75.7","-"
"São Paulo","janeiro 2002","81.3","50.6","49.8","51.2","32.8","-","-","-","-","-","-","78.5","-"
"São Paulo","fevereiro 2002","75.8","48.7","48.0","51.7","29.7","-","-","-","-","-","-","66.5","-"
"São Paulo","março 2002","87.4","57.6","56.8","59.1","30.9","-","-","-","-","-","-","76.0","-"
"São Paulo","abril 2002","83.8","50.7","49.7","58.3","32.6","-","-","-","-","-","-","82.2","-"
"São Paulo","maio 2002","82.4","53.4","52.7","72.9","33.5","-","-","-","-","-","-","72.0","-"
"São Paulo","junho 2002","78.8","50.4","49.9","62.1","30.2","-","-","-","-","-","-","64.1","-"
"São Paulo","julho 2002","87.1","50.9","50.6","66.9","29.8","-","-","-","-","-","-","71.4","-"
"São Paulo","agosto 2002","92.1","52.9","52.5","67.8","31.7","-","-","-","-","-","-","74.6","-"
"São Paulo","setembro 2002","89.3","49.4","49.1","58.5","30.3","-","-","-","-","-","-","73.5","-"
"São Paulo","outubro 2002","92.2","53.1","52.6","65.5","33.9","-","-","-","-","-","-","75.2","-"
"São Paulo","novembro 2002","83.5","52.2","51.6","71.6","31.4","-","-","-","-","-","-","67.7","-"
"São Paulo","dezembro 2002","88.3","62.2","62.5","128.0","42.6","-","-","-","-","-","-","61.9","-"
"São Paulo","janeiro 2003","76.0","48.9","48.6","52.2","27.9","-","-","-","-","-","-","62.3","-"
"São Paulo","fevereiro 2003","70.8","46.9","46.8","55.1","26.6","-","-","-","-","-","-","64.3","-"
"São Paulo","março 2003","75.5","50.7","50.5","58.9","26.1","-","-","-","-","-","-","56.3","-"
"São Paulo","abril 2003","76.5","51.3","51.0","57.5","24.8","-","-","-","-","-","-","57.2","-"
"São Paulo","maio 2003","78.0","50.8","50.7","66.9","29.0","-","-","-","-","-","-","56.0","-"
"São Paulo","junho 2003","75.6","47.1","46.9","59.9","27.3","-","-","-","-","-","-","54.8","-"
"São Paulo","julho 2003","84.0","49.3","49.3","62.6","28.6","-","-","-","-","-","-","57.0","-"
"São Paulo","agosto 2003","83.0","51.2","51.1","64.4","30.5","-","-","-","-","-","-","54.7","-"
"São Paulo","setembro 2003","80.6","48.4","48.2","56.2","30.7","-","-","-","-","-","-","63.8","-"
"São Paulo","outubro 2003","86.4","51.5","51.3","64.8","34.6","-","-","-","-","-","-","67.1","-"
"São Paulo","novembro 2003","82.8","51.5","51.2","72.9","33.2","-","-","-","-","-","-","65.9","-"
"São Paulo","dezembro 2003","84.1","63.2","63.7","130.7","52.4","-","-","-","-","-","-","66.6","-"
"São Paulo","janeiro 2004","85.2","49.7","49.6","54.1","32.5","-","-","40.9","63.6","13.6","25.5","62.8","69.2"
"São Paulo","fevereiro 2004","79.0","48.8","48.7","50.9","32.7","-","-","39.8","61.3","9.8","27.4","60.5","65.2"
"São Paulo","março 2004","89.7","50.9","50.7","60.8","36.6","-","-","45.7","60.4","16.6","26.6","71.3","79.2"
"São Paulo","abril 2004","85.7","53.4","53.3","59.2","35.5","-","-","41.9","52.2","10.0","27.4","63.4","71.2"
"São Paulo","maio 2004","81.9","52.3","52.1","88.0","40.6","-","-","44.6","52.1","13.0","30.8","66.1","73.1"
"São Paulo","junho 2004","85.5","50.2","50.2","73.7","37.8","-","-","44.2","49.1","17.4","28.5","69.0","72.4"
"São Paulo","julho 2004","91.4","53.2","53.2","69.7","38.7","-","-","44.1","50.0","13.0","29.5","67.7","77.9"
"São Paulo","agosto 2004","87.8","52.3","52.3","63.0","39.1","-","-","42.1","52.2","11.2","29.6","71.4","77.4"
"São Paulo","setembro 2004","86.9","52.3","52.3","59.8","36.9","-","-","41.2","47.1","17.3","28.6","69.8","74.3"
"São Paulo","outubro 2004","89.1","56.0","56.1","62.9","39.9","-","-","41.9","49.0","12.2","32.7","69.4","74.4"
"São Paulo","novembro 2004","84.9","54.4","54.4","69.4","40.2","-","-","41.9","49.3","11.4","33.5","73.5","76.6"
"São Paulo","dezembro 2004","90.8","70.2","70.3","134.1","65.6","-","-","49.1","77.9","20.2","56.6","77.1","73.8"
"São Paulo","janeiro 2005","82.6","52.2","52.0","54.3","38.2","-","-","40.0","59.0","10.0","30.9","68.4","69.2"
"São Paulo","fevereiro 2005","67.1","47.6","46.2","49.6","35.4","-","-","38.0","59.8","13.7","26.5","55.6","55.6"
"São Paulo","março 2005","77.0","53.4","53.5","58.8","41.3","-","-","45.1","57.0","24.5","32.6","70.2","63.8"
"São Paulo","abril 2005","76.5","50.0","50.1","69.4","42.8","-","-","43.6","49.1","23.0","31.7","64.4","63.1"
"São Paulo","maio 2005","78.2","50.6","50.5","77.7","48.0","-","-","47.0","51.2","20.7","34.5","65.5","62.8"
"São Paulo","junho 2005","79.2","49.1","48.9","70.5","45.7","-","-","46.9","46.6","27.9","32.5","68.7","65.4"
"São Paulo","julho 2005","80.4","52.5","52.4","74.4","46.7","-","-","44.6","47.3","25.1","34.1","63.6","63.8"
"São Paulo","agosto 2005","80.3","53.1","53.0","70.2","44.4","-","-","47.7","52.5","21.4","35.2","75.0","67.4"
"São Paulo","setembro 2005","79.4","51.3","51.2","68.7","38.5","-","-","44.7","47.2","23.1","32.6","70.0","62.7"
"São Paulo","outubro 2005","80.0","54.9","54.8","72.0","43.7","-","-","45.6","46.7","20.1","38.4","69.9","64.4"
"São Paulo","novembro 2005","76.9","53.5","53.5","75.3","45.7","-","-","45.4","49.2","21.7","38.5","77.7","69.2"
"São Paulo","dezembro 2005","84.9","70.4","70.6","144.6","70.0","-","-","50.9","70.8","45.0","63.8","77.7","65.2"
